Message,Datetime
東九龍走廊往尖沙咀方向，近馬頭圍道橋面慢線的壞車已經離開。,2015-12-22 HKT 17:20
荃灣路往屯門，近晉升工業大厦快線的意外清場，消散中的龍尾：葵涌道近荔景邨。,2015-12-22 HKT 17:15
東九龍走廊往尖沙咀方向，近馬頭圍道慢線有壞車阻路，經過請小心。,2015-12-22 HKT 17:07
荃灣路往屯門，近晉升工業大厦快線有意外，龍尾：葵涌道。,2015-12-22 HKT 17:00
觀塘繞道往旺角，近勵業街慢線的壞車離開，但一帶仍然多車。,2015-12-22 HKT 16:53
觀塘繞道往旺角方向，近勵業街慢線有壞車阻路，龍尾：近麗港城。,2015-12-22 HKT 16:39
荃灣蕙荃路近荃灣救護站爆水管，往荃錦交匯處方向全線封閉；下行往西樓角路慢線封閉。,2015-12-22 HKT 16:38
尖沙咀廣東道近中港城段，來往方向亦分別多車，往深水埗方向較擠塞。,2015-12-22 HKT 16:30
大坑安庶庇街有水管更換工程，安庶庇街介乎銅鑼灣道至書館街一段封閉。(至4/1/16),2015-12-22 HKT 16:15
觀塘繞道往旺角去九龍灣支路多車，龍尾：觀塘碼頭。,2015-12-22 HKT 16:00
灣仔告士打道東行銅鑼灣、北角線非常多車，龍尾：近紅棉路。,2015-12-22 HKT 15:35
觀塘道西行往旺角，近開源道一帶多車，龍尾：鯉魚門道近東九龍政府合署。,2015-12-22 HKT 15:30
觀塘區有臨時工程，由現在至下午7時，介乎觀塘道至牛頭角道之間的無名路東行線會臨時封閉。,2015-12-22 HKT 15:15
灣仔告士打道東行銅鑼灣、北角線分別多車，龍尾：夏愨道近政府總部。,2015-12-22 HKT 15:00
荃灣蕙荃路爆水管，近荃灣救護站來往方向暫時不能通車。上行方向的交通較擠塞。,2015-12-22 HKT 14:45
堅拿道天橋過海暢順，反方向往時代廣場的支路略為擠塞。 ,2015-12-22 HKT 14:30
因臨時工程，由現在至下午5時，所有長逾7米的車輛禁止沿青山公路元朗段東行左轉朗日路。,2015-12-22 HKT 14:15
為舒緩交通擠塞，所有車輛禁止由英皇道西行右轉入油街。,2015-12-22 HKT 14:00
為配合銅鑼灣工展會活動，下午4時至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-22 HKT 13:45
港島半山香雪道有道路工程，由現時至下午五時，介乎香雪道七號至干德道一段暫時封閉。,2015-12-22 HKT 13:31
較早前摩理臣山道往天樂里方向，近立德里交通意外已清理，一帶車多。,2015-12-22 HKT 13:15
摩理臣山道往天樂里方向，近立德里有交通意外，龍尾：黃泥涌道近馬會。,2015-12-22 HKT 13:00
皇后大道中往中環近雪廠街一段車多，龍尾：花園道口。,2015-12-22 HKT 12:50
堅拿道天橋往海底隧道，龍尾：馬會大樓。,2015-12-22 HKT 12:35
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-22 HKT 12:20
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：海港政府大樓。,2015-12-22 HKT 12:05
加士居道往紅隧，龍尾：渡船街果欄。,2015-12-22 HKT 11:50
漆咸道北往紅隧，龍尾：蕪湖街。,2015-12-22 HKT 11:35
公主道往紅隧，龍尾：康莊道橋面。,2015-12-22 HKT 11:20
龍翔道往觀塘方向車多，龍尾:斧山道橋底。,2015-12-22 HKT 11:05
較早前清水灣道往西貢方向，近牛池灣市政大廈的交通意外已清理，車龍有待消散。,2015-12-22 HKT 10:50
清水灣道往西貢方向，近牛池灣市政大廈的第2線有交通意外，一帶車多繁忙。,2015-12-22 HKT 10:40
較早前屯門鄉事會路往青山公路方向，近屯興路的交通意外已清理，交通回復正常。,2015-12-22 HKT 10:30
渡船街天橋往加士居道方向，近駿發花園一段擠塞，龍尾：果欄。,2015-12-22 HKT 10:15
屯門鄉事會路往青山公路方向，近屯興路有交通意外；影響到屯興路往鄉事會路擠塞，龍尾:怡峰園。,2015-12-22 HKT 09:59
較早前禮頓道往摩理臣山道方向，近波斯富街的交通意外已清理。,2015-12-22 HKT 09:51
禮頓道往摩理臣山道方向，近波斯富街有交通意外，一帶車多。,2015-12-22 HKT 09:40
東區走廊往中環方向，龍尾：嘉華國際中心。,2015-12-22 HKT 09:30
將軍澳隧道將軍澳入口，龍尾：茵怡花園。,2015-12-22 HKT 09:15
干諾道中東行往灣仔方向，近大會堂一段擠塞，龍尾：國際金融中心。,2015-12-22 HKT 09:00
大埔公路往九龍，近沙田新城市廣場擠塞，龍尾：駿景園。,2015-12-22 HKT 08:45
龍翔道往觀塘方向車多，龍尾:斧山道橋底。,2015-12-22 HKT 08:30
告士打道東行過海，龍尾:灣仔東基本污水處理廠。,2015-12-22 HKT 08:15
漆咸道北過海，龍尾:蕪湖街。,2015-12-22 HKT 08:00
公主道過海，龍尾:康莊道橋面。,2015-12-22 HKT 07:45
受爆水管影響，九龍城衙前塱道往太子道西，近衙前圍道的慢線封閉，現時衙前塱道往太子道西的車輛不能左轉入衙前圍道。,2015-12-22 HKT 07:30
因水管爆裂，所有長越8米的車輛禁止由九龍城富寧街往亞皆老街方向左轉盛德街。,2015-12-22 HKT 07:15
受較早前爆水管而封閉的英皇道往柴灣方向近船塢里的慢線現已解封。,2015-12-22 HKT 07:01
受較早前水務維修工程影響，貨櫃碼頭南路往葵涌方向，近六號貨櫃碼頭的中線現已解封。,2015-12-22 HKT 06:45
大埔公路往九龍方向，近駿景園的意外清場，交通仍然略為擠塞。,2015-12-23 HKT 20:40
西貢惠民路近大網仔路的路面有障礙物，一帶實施單線雙程行車。,2015-12-23 HKT 20:36
為配合銅鑼灣工展會活動，由現在至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-23 HKT 20:15
較早前窩打老道往沙田，近維景酒店對開的意外清場，交通回復正常。,2015-12-23 HKT 20:10
大老山隧道九龍入口，龍尾：龍翔道橋面。,2015-12-23 HKT 19:50
較早前青山公路往九龍方向，近和宜合道的交通意外已清理，交通回復正常。,2015-12-23 HKT 19:45
干諾道中東行往灣仔方向，近大會堂一段交通回復正常。,2015-12-23 HKT 19:40
較早前觀塘繞道往旺角方向，近勵業街快線的交通意外已清理，消散中龍尾：麗港城。 ,2015-12-23 HKT 19:35
香港仔隧道北行往紅磡海底隧道的「間歇性封閉」措施取消。,2015-12-23 HKT 19:30
科學館道往暢運道方向，近香港歷史博物館有交通意外，龍尾：科學館徑。,2015-12-23 HKT 19:26
青山公路往九龍方向，近和宜合道有交通意外，一帶車多。,2015-12-23 HKT 19:19
大埔公路往九龍方向，近駿景園有交通意外，現時快線封閉，中線重開，龍尾：白石角。,2015-12-23 HKT 19:07
較早前新田公路往元朗方向，近博愛交匯處的交通意外已清理，一帶車多。,2015-12-23 HKT 19:02
較早前呈祥道往觀塘，近盈暉臺對開中、慢線的意外已清理，消散中龍尾：瑪嘉烈醫院。,2015-12-23 HKT 19:01
觀塘繞道往旺角方向，近勵業街的快線有交通意外，龍尾：麗港城。,2015-12-23 HKT 19:00
龍翔道往荃灣方向，近彩虹邨曾經有交通意外，現時意外已清理，消散中龍尾：觀塘道近德福花園。,2015-12-23 HKT 18:54
大埔公路往九龍方向，近駿景園的中、快有交通意外，龍尾：科學園。,2015-12-23 HKT 18:47
新田公路往元朗方向，近博愛交匯處有交通意外，龍尾：壆圍路。,2015-12-23 HKT 18:38
干諾道中東行往灣仔方向，近大會堂一段擠塞，龍尾：信德中心。,2015-12-23 HKT 18:30
呈祥道往觀塘近盈暉臺對開中、慢線有意外，龍尾：清麗苑。,2015-12-23 HKT 18:16
較早前粉嶺公路往上水方向，近和合石的交通意外已清理，車龍有待消散。,2015-12-23 HKT 18:00
窩打老道往沙田方向，近維景酒店有交通意外，一帶車多。,2015-12-23 HKT 17:56
粉嶺公路往上水方向，近和合石有交通意外，龍尾：南華莆。,2015-12-23 HKT 17:50
受多車影響，香港仔隧道往紅磡海底隧道及往灣仔的支路要改為「間歇性通車」。,2015-12-23 HKT 17:45
公主道過海，龍尾：愛民邨。,2015-12-23 HKT 17:40
觀塘繞道往旺角及九龍灣支路方向分別多車，龍尾：近麗港城。,2015-12-23 HKT 17:30
加士居道往大角咀方向，近軍營對開意外清場，但一帶仍然多車。,2015-12-23 HKT 17:25
東九龍走廊往尖沙咀方向，近新柳街橋面慢線的壞巴士已離開。,2015-12-23 HKT 17:13
紅磡漆咸道北往尖沙咀方向，近溫思勞街意外清場，龍尾有待消散。,2015-12-23 HKT 17:10
深水埗南昌街、窩仔街交界爆水管，部份行車線受阻，窩仔街往白田街方向的交通較為擠塞。,2015-12-23 HKT 16:50
東九龍走廊往尖沙咀方向，近新柳街橋面慢線有壞巴士阻路，龍尾：浙江街。,2015-12-23 HKT 16:40
加士居道往大角咀方向，近軍營對開有意外，一帶擠塞。,2015-12-23 HKT 16:30
紅磡漆咸道北往尖沙咀方向，近溫思勞街第4線有意外，龍尾：浙江街。,2015-12-23 HKT 16:20
東九龍走廊往尖沙咀方向多車，龍尾：浙江街。,2015-12-23 HKT 16:05
觀塘道東行油塘方向，近九龍灣啟業邨段慢線意外清場，龍尾有待消散。,2015-12-23 HKT 15:55
油麻地渡船街爆水管，往尖沙咀方向近西貢街慢線封閉。,2015-12-23 HKT 15:40
中區干諾道中、夏愨道及灣仔告士打道東行往北角分別多車，龍尾：林士街停車場。,2015-12-23 HKT 15:25
荃灣路往九龍方向，近晉升工廠大廈對開意外清場，交通回復正常。,2015-12-23 HKT 15:15
觀塘道東行油塘方向，近九龍灣啟業邨段慢線有意外，龍尾：龍翔道近牛池灣文娛中心。,2015-12-23 HKT 15:00
半山香雪道有道路工程，由現時至下午五時，介乎香雪道七號至干德道一段暫時封閉。,2015-12-23 HKT 14:50
觀塘道東行油塘方向，近裕民坊一帶多車，龍尾：九龍灣港鐵站。,2015-12-23 HKT 14:35
荃灣路往九龍方向，近晉升工廠大廈對開中線有意外，龍尾：永順街。,2015-12-23 HKT 14:20
觀塘開源道往碼頭方向，近興業街一帶擠塞。另外，成業街往開源道方向亦較擠塞。,2015-12-23 HKT 14:00
因臨時工程，由現在至下午5時，所有長逾7米的車輛禁止沿青山公路元朗段東行左轉朗日路。,2015-12-23 HKT 13:45
較早前加士居道天橋往紅磡，近女童軍總會慢線意外已清理，龍尾：渡船街近果欄。,2015-12-23 HKT 13:30
受較早前爆水管影響，所有長越8米的車輛禁止由九龍城富寧街往亞皆老街方向左轉盛德街。,2015-12-23 HKT 13:15
較早前受火警影響而封閉的禾塘咀街來回方向近葵興路全線現已解封。,2015-12-23 HKT 13:00
加士居道天橋往紅磡，近女童軍總會慢線有意外，龍尾：渡船街近碧街。,2015-12-23 HKT 12:55
公主道往紅隧，龍尾：康莊道橋面。,2015-12-23 HKT 12:40
皇后大道中往中環，近雪廠街一段車多，龍尾：長江集團中心。,2015-12-23 HKT 12:30
堅拿道天橋往海底隧道，龍尾：馬會大樓。,2015-12-23 HKT 12:15
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-23 HKT 12:00
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：國際金融中心。,2015-12-23 HKT 11:45
較早前屯門公路往九龍方向，近紅橋中慢線交通意外已清理，交通回復正常。,2015-12-23 HKT 11:30
漆咸道北往紅隧，龍尾：蕪湖街。,2015-12-23 HKT 11:15
較早前觀塘道往旺角，近啓業邨第4線的壞車已拖走，一帶車多。,2015-12-23 HKT 11:00
屯門公路往九龍方向，近紅橋中慢線有交通意外，龍尾：富泰邨。反方向去元朗，龍尾：屯門市廣場。,2015-12-23 HKT 10:59
受爆水管影響，渡船街往尖沙咀方向近西貢街慢線封閉。,2015-12-23 HKT 10:45
觀塘道往旺角，近啟業邨第4線有壞車阻路，一帶車多。,2015-12-23 HKT 10:36
因火警事故，禾塘咀街來回方向近葵興路全線封閉。,2015-12-23 HKT 10:18
東區走廊往中環方向，龍尾：城市花園。,2015-12-23 HKT 10:15
公主道往紅磡海底隧道，龍尾：愛民邨。,2015-12-23 HKT 10:00
龍翔道往觀塘方向車多，龍尾:龍蟠苑。,2015-12-23 HKT 09:45
干諾道中東行往灣仔方向，近大會堂一段擠塞，龍尾：國際金融中心。,2015-12-23 HKT 09:31
東九龍走廊往紅磡海底隧道方向擠塞，龍尾：浙江街。,2015-12-23 HKT 09:15
較早前龍翔道天橋往荃灣方向，近坪石邨快線壞車已拖走，車龍有待消散，龍尾：觀塘道近九龍灣港鐵站。,2015-12-23 HKT 09:00
較早前龍翔道天橋往荃灣方向，近坪石邨快線的壞車已拖走，消散中龍尾：觀塘道近九龍灣港鐵站，偉業街天橋往觀塘道擠塞，龍尾：常悅道。,2015-12-23 HKT 09:00
馬頭圍道往尖沙咀方向，近大環道快線有壞車阻路，龍尾：紅磡商業中心。,2015-12-23 HKT 08:45
龍翔道天橋往荃灣方向，近坪石邨快線的壞車未拖走，龍尾：觀塘道近九龍灣港鐵站。,2015-12-23 HKT 08:35
將軍澳隧道將軍澳入口，龍尾：電話機樓。,2015-12-23 HKT 08:23
龍翔道天橋往荃灣方向，近坪石邨快線有壞車，龍尾：觀塘道近啓業邨。,2015-12-23 HKT 08:07
公主道往紅磡海底隧道，龍尾：康莊道橋面。,2015-12-23 HKT 07:56
較早前受爆水管影響，荃灣蕙荃路近荃灣救護站來回方向全線已解封。,2015-12-23 HKT 07:40
較早前新田公路往大埔方向，近古洞路橋底的交通意外已清理，一帶車多。,2015-12-23 HKT 07:39
新田公路往大埔方向，近古洞路橋底有交通意外，一帶擠塞。,2015-12-23 HKT 07:20
較早前受爆水管影響，九龍城衙前塱道往太子道西，近衙前圍道的慢線已解封。,2015-12-23 HKT 07:00
受爆水管影響，荃灣蕙荃路近荃灣救護站對出實施雙線雙程行車。,2015-12-23 HKT 06:45
較早前因海面能見度而受阻的來往馬灣至中環、長洲至中環及梅窩至中環渡輪服務回復正常。,2015-12-24 HKT 23:35
堅拿道天橋往紅隧，龍尾：橋面燈位。,2015-12-24 HKT 23:20
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-24 HKT 23:00
告士打道西行往紅隧，龍尾：景隆街。,2015-12-24 HKT 22:40
佐敦道東行往彌敦道方向擠塞，龍尾：渡船街。,2015-12-24 HKT 22:20
今晚電車服務時間會延長至凌晨3時。,2015-12-24 HKT 22:00
較早前跑馬地山光道往灣仔方向，近養和醫院的交通意外已清理，車龍有待消散。,2015-12-24 HKT 21:38
因海面能見度低，來往馬灣至中環、長洲至中環及梅窩至中環的渡輪服務受到延誤及影響。,2015-12-24 HKT 21:10
跑馬地山光道往灣仔方向，近養和醫院有交通意外，現正實施單線雙程行車。,2015-12-24 HKT 21:06
較早前加士居道天橋往紅磡方向，近女童軍總會慢線的壞車已拖走，車龍有待消散。,2015-12-24 HKT 20:45
加士居道天橋往紅磡方向，近女童軍總會慢線有壞車阻路，龍尾：渡船街果欄。,2015-12-24 HKT 20:18
各區隧道出入口交通暫時暢順。,2015-12-24 HKT 20:00
城門隧道往沙田方向，交通回復正常。,2015-12-24 HKT 19:50
大老山隧道九龍入口，龍尾：觀塘繞道近麗晶花園。,2015-12-24 HKT 19:35
今晚平安夜，港鐵除機場快線，迪士尼線，東鐵線的羅湖及落馬洲站之外，其餘港鐵線及部份輕鐵  線會提供通宵服務。,2015-12-24 HKT 19:20
渡船街近西貢街較早前因爆水管，一帶曾經有封路措施，現已重開。,2015-12-24 HKT 19:02
域多利道近華翠街意外清場，一帶封路重開。,2015-12-24 HKT 19:00
較早前城門隧道往沙田方向，管道內快線的交通意外已清理，車龍有待消散。,2015-12-24 HKT 18:52
較早前葵涌道往荃灣，近荔景邨慢線的意外已清理，車龍有待消散。,2015-12-24 HKT 18:41
城門隧道往沙田方向，管道內快線有交通意外，龍尾：城門隧道收費廣場。,2015-12-24 HKT 18:38
中區蘭桂坊有分階段封路安排，德己立街、蘭桂坊、榮華里、和安里、威靈頓街、安蘭街分別有封路。,2015-12-24 HKT 18:30
葵涌道往荃灣，近荔景邨慢線有意外，一帶多車。,2015-12-24 HKT 18:13
獅子山隧道九龍入口，窩打老道往沙田方向，龍尾：油站。,2015-12-24 HKT 18:00
域多利道近華翠街有意外，現時要實施單線雙程行車，一帶車多，經過小心。,2015-12-24 HKT 17:43
東區海底隧道港島入口，龍尾：東港中心。,2015-12-24 HKT 17:30
［平安夜特別交通安排］港鐵除機場快線，迪士尼線，東鐵線的羅湖及落馬洲站之外，其餘港鐵線及部份輕鐵線會提供通宵服務。,2015-12-24 HKT 17:15
較早前亞皆老街往大角咀方向，近黑布街慢線的交通意外已清理，一帶車多。,2015-12-24 HKT 17:00
紅磡海底隧道九龍出口往油麻地方向，近理工大學對開意外清場，龍尾有待消散。,2015-12-24 HKT 16:51
紅磡海底隧道九龍出口往油麻地方向，近理工大學對開有意外，龍尾：收費廣場。,2015-12-24 HKT 16:47
亞皆老街往大角咀方向，近黑布街的慢線有交通意外，龍尾：翠華大廈。,2015-12-24 HKT 16:15
較早前告士打道往中環方向，近馬師道天橋的慢線意外已清理，一帶車多。,2015-12-24 HKT 16:00
受爆水管影響，渡船街往尖沙咀方向，近西貢街的慢線已封閉。,2015-12-24 HKT 15:40
堅拿道天橋往紅隧及往灣仔方向，龍尾：香港仔隧道管道出口。,2015-12-24 HKT 15:20
告士打道往中環方向，近馬師道天橋的慢線有意外，龍尾：東區走廊近和富中心。,2015-12-24 HKT 15:00
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-24 HKT 14:45
［平安夜特別交通安排］尖沙咀由晚上７時起開始分階段封路，市民請盡量乘搭公共交通工具。,2015-12-24 HKT 14:30
較早前受爆水管影響而封閉的，景隆街往告士打道方向，近謝斐道的慢線已重開。,2015-12-24 HKT 14:15
［平安夜特別交通安排］由下午４時至今晚１２時，銅鑼灣景隆街以東的駱克道、東角道、百德新街以西的記利佐治街會劃為行人專區。,2015-12-24 HKT 14:00
較早前龍翔道往觀塘方向，近斧山道橋底中、快線的意外已清理，龍尾：黃大仙中心。,2015-12-24 HKT 13:45
［平安夜特別交通安排］港鐵除機場快線，迪士尼線，東鐵線的羅湖及落馬洲站之外，其餘港鐵線及部份輕鐵線會提供通宵服務。,2015-12-24 HKT 13:30
龍翔道往觀塘方向，近斧山道橋底中、快線有意外，龍尾：鑽石山港鐵站。,2015-12-24 HKT 13:16
彌敦道往尖沙咀方向，近南京街的意外清場，交通回復正常。,2015-12-24 HKT 13:08
公主道往紅隧，龍尾：康莊道橋面。,2015-12-24 HKT 12:50
較早前龍翔道往觀塘方向，近彩虹邨第３，４線的意外已清理，龍尾：黃大仙中心。,2015-12-24 HKT 12:35
龍翔道往觀塘方向，近彩虹邨第３，４線的意外，龍尾：黃大仙中心。,2015-12-24 HKT 12:21
較早前彌敦道往尖沙咀方向，近始創中心的中，快線意外已清理，一帶交通回復正常。,2015-12-24 HKT 12:20
彌敦道往尖沙咀方向，近始創中心的中，快線有意外，一帶車多。,2015-12-24 HKT 12:05
彌敦道往尖沙咀方向，近南京街有意外，龍尾：加士居道。,2015-12-24 HKT 11:42
較早前九龍城迴旋處往觀塘，近龍崗道交通意外已清理，一帶車多。,2015-12-24 HKT 11:38
九龍城迴旋處往觀塘，近龍崗道有交通意外，部份行車線受阻，一帶擠塞。,2015-12-24 HKT 11:25
公主道往紅隧，龍尾：愛民邨。,2015-12-24 HKT 11:15
龍翔道往觀塘，龍尾：黃大仙中心。,2015-12-24 HKT 11:00
荃灣大涌道附近一帶路段，包括柴灣角道及沙咀道交通繁忙。,2015-12-24 HKT 10:45
今晚平安夜港鐵除機場快線，迪士尼線，東鐵線的羅湖及落馬洲站之外，其餘港鐵線及部份輕鐵線會提供通宵服務。另外，巴士同專線小巴會延長服務時間及改道行走，而電車服務時間會延長到凌晨3點。,2015-12-24 HKT 10:29
漆咸道北往紅隧，龍尾：蕪湖街。,2015-12-24 HKT 10:17
較早前偉業街天橋往九龍灣，近啓業邨的交通意外已清理，消散中龍尾：天馬苑。,2015-12-24 HKT 10:03
偉業街天橋往九龍灣，近啓業邨有交通意外，龍尾：天馬苑，意外亦影響太子道東往觀塘擠塞，龍尾：彩虹邨。,2015-12-24 HKT 09:57
公主道往紅磡海底隧道，龍尾：愛民邨。,2015-12-24 HKT 09:44
屯門公路往九龍方向，近小欖快線有交通意外，龍尾：掃管笏。,2015-12-24 HKT 09:29
東區走廊往中環方向，龍尾：北角碼頭。,2015-12-24 HKT 09:26
干諾道中東行往灣仔方向，近大會堂一段擠塞，龍尾：國際金融中心。,2015-12-24 HKT 09:13
將軍澳隧道將軍澳入口，龍尾：電話機樓。,2015-12-24 HKT 08:58
較早前吐露港公路往九龍方向，近廣福邨的交通意外已清理，車龍有待消散，龍尾：粉嶺公路近九龍坑。,2015-12-24 HKT 08:45
較早前城門隧道往沙田方向，管道中間曾有壞車阻路，車龍有待消散，一帶車多。,2015-12-24 HKT 08:30
較早前屯門公路往九龍，近小欖轉車站的交通意外已清理，龍尾：置樂花園。,2015-12-24 HKT 08:28
受爆水管影響，馬頭角道往馬頭涌道方向，近馬頭角道政府合署快線封閉。馬頭角道往盛德街方向，近馬頭角道政府合署唯一行車線封閉。,2015-12-24 HKT 08:12
屯門公路往九龍，近小欖轉車站有交通意外，龍尾：掃管笏。,2015-12-24 HKT 08:10
公主道往紅磡海底隧道，龍尾：康莊道橋面。,2015-12-24 HKT 08:00
受爆水管影響，景隆街往告士打道方向，近謝斐道慢線封閉。,2015-12-24 HKT 07:44
較早前吐露港公路往九龍方向，近廣福邨有交通意外，中慢線封閉，嚴重擠塞，龍尾：接近帝欣苑。駕駛人士請考慮改行其他道路。,2015-12-24 HKT 07:42
較早前香島道往赤柱方向，近香港鄉村俱樂部的交通意外已清理，一帶仍然擠塞。,2015-12-24 HKT 07:33
吐露港公路往九龍方向，近廣福邨有交通意外，快線重開，中慢線封閉，龍尾：新峰花園。,2015-12-24 HKT 07:24
香島道往赤柱方向，近香港鄉村俱樂部有交通意外，實施單線雙程行車。除私家車及電單車外，所有車輛禁止駛入上述路段。,2015-12-24 HKT 07:08
受爆水管影響，馬頭角道來回方向近馬頭角道政府合署全線封閉。,2015-12-24 HKT 07:00
吐露港公路往九龍方向，近廣福邨有交通意外，全線封閉，龍尾：運頭塘邨。駕駛人士請改行大埔公路。,2015-12-24 HKT 06:45
九龍公園徑往柯士甸道方向擠塞，龍尾：梳士巴利道。,2015-12-25 HKT 18:20
較早前受爆水管影響，禁止長度超過8米的車輛由富寧街往亞皆老街方向左轉盛德街的交通措施已取消。,2015-12-25 HKT 18:00
為配合銅鑼灣工展會活動，由現在至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-25 HKT 17:50
告士打道東行往紅隧，龍尾：稅務大樓。,2015-12-25 HKT 17:30
舊清水灣道往坪石方向擠塞，龍尾：德望學校。 ,2015-12-25 HKT 17:10
受爆水管影響，長度超過8米的車輛禁止由九龍城富寧街往亞皆老街方向左轉盛德街。,2015-12-25 HKT 16:50
公主道往紅隧，龍尾：康莊道橋面。,2015-12-25 HKT 16:30
告士打道東行往紅隧，龍尾：新鴻基中心；西行過海，龍尾：波斯富街。,2015-12-25 HKT 16:10
堅拿道天橋去海底隧道，龍尾：馬會大樓。,2015-12-25 HKT 15:50
清水灣道往坪石方向擠塞，龍尾：彩雲邨。,2015-12-25 HKT 15:30
現時前往啟德遊輪碼頭一帶路段，包括宏照道、祥業街、承昌道及承豐道交通繁忙。,2015-12-25 HKT 15:10
舊清水灣道來回方向車多繁忙，往坪石方向，龍尾：德望學校。,2015-12-25 HKT 14:50
告士打道東行往紅隧，龍尾：灣仔運動場；西行過海，龍尾：上橋位。,2015-12-25 HKT 14:30
啟德郵輪碼頭有活動進行，影響一帶交通擠塞，市民可以考慮改用公共交通工具。,2015-12-25 HKT 14:10
受爆水管影響，馬頭角道往馬頭涌道方向，近馬頭角道政府合署快線封閉。馬頭角道往盛德街方向，近馬頭角道政府合署唯一行車線封閉。,2015-12-25 HKT 13:50
南區因有鐵路工程，黃竹坑道、業發街、香葉道一帶分別有臨時封路及改道措施，駕駛人士請留意現場指示。,2015-12-25 HKT 13:30
公主道往紅隧，龍尾：愛民邨。,2015-12-25 HKT 13:10
為配合銅鑼灣工展會活動，由現在至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-25 HKT 12:50
清水灣道往坪石方向車多，龍尾：彩雲邨。,2015-12-25 HKT 12:30
受緊急維修影響，汀九橋往九龍方向慢線封閉，龍尾：深井近黃金花園。,2015-12-25 HKT 12:10
半山香雪道有道路工程，由現時至下午五時，介乎香雪道七號至干德道一段暫時封閉。,2015-12-25 HKT 11:50
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-25 HKT 11:30
較早前獅子山隧道往九龍，管道內慢線的壞車已拖走，龍尾：新田圍邨。,2015-12-25 HKT 11:11
獅子山隧道往九龍，管道內慢線有壞車阻路，龍尾：瑞豐花園。,2015-12-25 HKT 10:57
汀九橋往九龍方向，近橋尾有路面重鋪工程，慢線封閉，影響屯門公路往汀九橋慢車。,2015-12-25 HKT 10:45
較早前因節日活動而在中環、灣仔、尖沙咀及尖東等實施的特別交通安排已取消，交通回復正常。,2015-12-25 HKT 01:00
較早前於尖沙咀廣東道、梳士巴利道及彌敦道的封路已重開。,2015-12-25 HKT 00:50
告士打道東行往紅隧，龍尾：灣仔東基本污水處理廠。,2015-12-25 HKT 00:30
受爆水管影響，長度超過8米的車輛禁止由九龍城富寧街往亞皆老街方向左轉盛德街。,2015-12-25 HKT 00:00
為配合銅鑼灣工展會活動，由現在至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-26 HKT 18:30
由現時至今晚凌晨12時，部分遮打道及雪廠街會劃為行人專區。,2015-12-26 HKT 18:10
龍翔道往荃灣方向，近牛池灣消防局有修路工程，影響到新清水灣道往坪石擠塞，龍尾：順利紀律部隊宿舍。,2015-12-26 HKT 17:50
因緊急維修，汀九橋往九龍的慢線仍然封閉。,2015-12-26 HKT 17:30
較早前高士威道往灣仔方向，近中央圖書館的中線交通意外已清理，交通回復正常。,2015-12-26 HKT 17:10
堅拿道天橋往海底隧道，龍尾：馬會大樓。,2015-12-26 HKT 16:50
高士威道往灣仔方向，近中央圖書館的中線有交通意外，龍尾：天后廟道。,2015-12-26 HKT 16:30
龍翔道往荃灣方向，近牛池灣消防局有修路工程，影響到新清水灣道往坪石擠塞，龍尾：彩雲邨。,2015-12-26 HKT 16:20
為配合水務工程，大埔公路(沙田段)近禾輋邨往火炭路支路的慢線封閉。,2015-12-26 HKT 16:00
告士打道西行往紅隧，龍尾：上橋位。,2015-12-26 HKT 15:40
受較早前路陷影響，沙田源禾路往大埔方向，近香港專業教育學院對開一段仍然全線封閉。,2015-12-26 HKT 15:20
加士居道往紅隧，交通正常。,2015-12-26 HKT 15:00
為配合銅鑼灣工展會活動，由現在至午夜12時，景隆街以東的駱克道；東角道；及百德新街以西的記利佐治街分別會劃為行人專用區。,2015-12-26 HKT 14:40
龍翔道往荃灣方向，近牛池灣消防局有修路工程，影響到新清水灣道往坪石擠塞，龍尾：彩雲邨。,2015-12-26 HKT 14:20
因緊急維修，汀九橋往九龍方向的慢線仍然封閉。,2015-12-26 HKT 14:00
各區交通大致暢順，請緊記保持忍讓小心駕駛。,2015-12-26 HKT 13:40
堅拿道天橋往紅隧方向，交通正常。,2015-12-26 HKT 13:20
紅磡海底隧道九龍入口，近收費廣場對出一段車多。,2015-12-26 HKT 13:00
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-12-26 HKT 12:40
南區有港鐵工程，黃竹坑道、業發街、香葉道一帶分別有臨時封路改道措施。,2015-12-26 HKT 12:20
